INDEX_NAME,INDEX_TYPE,TABLE_NAME,TABLE_TYPE,TABLESPACE_NAME,IND_COLS,DATASOURCE
ITMDIM_UK2,NORMAL,INV_ITEM_DIMENSIONS,TABLE,ORATECH_DATA,DIMENSION_NAME,ORATECHCANNON
ITMDIML_PK,NORMAL,INV_ITEM_DIMENSION_LINES,TABLE,ORATECH_DATA,DIMENSION_LINE_ID,ORATECHCANNON
ITMDIML_UK1,NORMAL,INV_ITEM_DIMENSION_LINES,TABLE,ORATECH_DATA,DIMENSION_ITEM_ID~ITEM_ID~,ORATECHCANNON
INVITEMEXTRAS_PK,NORMAL,INV_ITEM_EXTRAS,TABLE,ORATECH_DATA,ITEMEXTRAS_ID,ORATECHCANNON
INVITEMEXTRAS_UK,NORMAL,INV_ITEM_EXTRAS,TABLE,ORATECH_DATA,ITEM_ID~ITEM_EXTRAS_CATEGORY~ITEM_EXTRAS_MEANING,ORATECHCANNON
INVITEMFREIGHTSU_NDX,NORMAL,INV_ITEM_FREIGHTS,TABLE,ORATECH_INDX,ITEM_ID~SU_ID~COUNTRY_CODE,ORATECHCANNON
INV_ITEM_FREIGHTS_PK,NORMAL,INV_ITEM_FREIGHTS,TABLE,ORATECH_DATA,ITEM_FREIGHT_ID,ORATECHCANNON
INVITEMLOC_NDX,NORMAL,INV_ITEM_LOCATIONS,TABLE,ORATECH_INDX,ITEM_ID~BU_ID~,ORATECHCANNON
INVITEMLOC_NDX1,NORMAL,INV_ITEM_LOCATIONS,TABLE,ORATECH_INDX,ITEM_ID~LOCATION_ID~,ORATECHCANNON
LOCITEM_ITEMID,NORMAL,INV_ITEM_LOCATIONS,TABLE,ORATECH_INDX,ITEM_ID,ORATECHCANNON
INVITEMSUBCATID,NORMAL,INV_ITEM_MASTERS,TABLE,ORATECH_DATA,ITEM_ID~IIC_CATEGORY_ID~IISC_SUB_CATEGORY_ID,ORATECHCANNON
INVPUBLISHTOWWEB_NDX2,NORMAL,INV_ITEM_MASTERS,TABLE,ORATECH_INDX,PUBLISH_TO_WEB,ORATECHCANNON
INV_ITEMNAME_NDX1,NORMAL,INV_ITEM_MASTERS,TABLE,ORATECH_INDX,ITEM_NAME,ORATECHCANNON
ITEM_NUMBER_UK1,NORMAL,INV_ITEM_MASTERS,TABLE,ORATECH_DATA,ITEM_NUMBER,ORATECHCANNON
ITEM_STOCKABLE,NORMAL,INV_ITEM_MASTERS,TABLE,ORATECH_INDX,ITEM_ID~STOCKABLE~,ORATECHCANNON
ITEM_VALUABLE,NORMAL,INV_ITEM_MASTERS,TABLE,ORATECH_INDX,ITEM_ID~VALUABLE~,ORATECHCANNON
IIMH_PK,NORMAL,INV_ITEM_MOVEMENT_HEADERS,TABLE,ORATECH_DATA,ITEM_MOVEMENT_HEADER_ID,ORATECHCANNON
ITEMMOVEMENTH_INDX2,NORMAL,INV_ITEM_MOVEMENT_HEADERS,TABLE,ORATECH_INDX,ITEM_MOVEMENT_HEADER_ID~MOVEMENT_TYPE~HEADER_MOVEMENT_STATUS,ORATECHCANNON
IIML_PK,NORMAL,INV_ITEM_MOVEMENT_LINES,TABLE,ORATECH_DATA,ITEM_MOVEMENT_LINE_ID,ORATECHCANNON
INV_MOVEMENTLINE_NDX5,NORMAL,INV_ITEM_MOVEMENT_LINES,TABLE,ORATECH_INDX,SOURCE_OBJECT~ORIG_SYS_REF_HEADER~ORIG_SYS_REF_LINE,ORATECHCANNON
ITEMMOVEMENTL_INDX2,NORMAL,INV_ITEM_MOVEMENT_LINES,TABLE,ORATECH_INDX,IIMH_ITEM_MOVEMENT_HEADER_ID,ORATECHCANNON
INVMCATL_PK,NORMAL,INV_ITEM_MULTI_CATEGORIES,TABLE,ORATECH_DATA,MULTI_CATEGORY_ID,ORATECHCANNON
INVMSEASON_PK,NORMAL,INV_ITEM_MULTI_SEASONS,TABLE,ORATECH_DATA,MULTI_SEASON_ID,ORATECHCANNON
INVMSEASON_UK1,NORMAL,INV_ITEM_MULTI_SEASONS,TABLE,ORATECH_DATA,ITEM_ID~SEASON_CODE_ID~,ORATECHCANNON
IIOH_PK,NORMAL,INV_ITEM_OFFER_HEADERS,TABLE,ORATECH_DATA,OFFER_HEADER_ID,ORATECHCANNON
OFFERHGROUPCODE_UK,NORMAL,INV_ITEM_OFFER_HEADERS,TABLE,ORATECH_DATA,GROUP_CODE,ORATECHCANNON
OFFERHPROM_UK,NORMAL,INV_ITEM_OFFER_HEADERS,TABLE,ORATECH_DATA,PROMOTION_CODE,ORATECHCANNON
IIOL_PK,NORMAL,INV_ITEM_OFFER_LINES,TABLE,ORATECH_DATA,OFFER_LINE_ID,ORATECHCANNON
OFFERLGROUPCODE_UK,NORMAL,INV_ITEM_OFFER_LINES,TABLE,ORATECH_DATA,GROUP_CODE,ORATECHCANNON
INVITPICKLIST_PK,NORMAL,INV_ITEM_PICKLIST,TABLE,ORATECH_DATA,PICKLIST_ID,ORATECHCANNON
IIPH_PK,NORMAL,INV_ITEM_PO_HISTORIES,TABLE,ORATECH_DATA,IIPH_ID,ORATECHCANNON
IIP_PK,NORMAL,INV_ITEM_PRICEBREAKS,TABLE,ORATECH_DATA,ID,ORATECHCANNON
IIP1_PK,NORMAL,INV_ITEM_PRICEHISTORIES,TABLE,ORATECH_DATA,IIP1_ID,ORATECHCANNON
IIP2_PRICE_PK_UK,NORMAL,INV_ITEM_PRICES,TABLE,ORATECH_DATA,ITEM_PRICE_ID,ORATECHCANNON
SU_PRICES_ITEM_NDX,NORMAL,INV_ITEM_PRICES,TABLE,ORATECH_INDX,IISU_SU_ID,ORATECHCANNON
IISU_ITEM_ID,NORMAL,INV_ITEM_SALES_UNITS,TABLE,ORATECH_INDX,IIM_ITEM_ID,ORATECHCANNON
IISU_PK,NORMAL,INV_ITEM_SALES_UNITS,TABLE,ORATECH_DATA,SU_ID,ORATECHCANNON
INVSU_CATEGORY_NDX,NORMAL,INV_ITEM_SALES_UNITS,TABLE,ORATECH_INDX,SU_CATEGORY,ORATECHCANNON
INVSU_CATEGORY_NDX1,NORMAL,INV_ITEM_SALES_UNITS,TABLE,ORATECH_INDX,SU_CATEGORY~IIM_ITEM_ID~UOM_ID,ORATECHCANNON
SUBYUOMITEM_NDX,NORMAL,INV_ITEM_SALES_UNITS,TABLE,ORATECH_INDX,IIM_ITEM_ID~UOM_ID~SALES_UNIT,ORATECHCANNON
SU_ITEMUOM_NDX,NORMAL,INV_ITEM_SALES_UNITS,TABLE,ORATECH_INDX,IIM_ITEM_ID~UOM_ID~,ORATECHCANNON
IISN_PK,NORMAL,INV_ITEM_SERIAL_NUMBERS,TABLE,ORATECH_DATA,SERIAL_NUMBER_ID,ORATECHCANNON
IISN_SERIAL_NUMBER_UK_UK,NORMAL,INV_ITEM_SERIAL_NUMBERS,TABLE,ORATECH_DATA,IIM_ITEM_ID~SERIAL_NUMBER~,ORATECHCANNON
IIS_PK,NORMAL,INV_ITEM_STATUSES,TABLE,ORATECH_DATA,ITEM_ID,ORATECHCANNON
INVITEMSUBLOCGRP_PK,NORMAL,INV_ITEM_SUBLOC_GROUPS,TABLE,ORATECH_DATA,ISG_ID,ORATECHCANNON
INVITEMSUBLOCGRP_UK2,NORMAL,INV_ITEM_SUBLOC_GROUPS,TABLE,ORATECH_DATA,LOCATION_ID~ITEM_ID~SUB_LOC_GROUP_CODE,ORATECHCANNON
ISUBSNAP_PK,NORMAL,INV_ITEM_SUBLOC_SNAP,TABLE,ORATECH_DATA,SNAPSHOT_ID,ORATECHCANNON
IISC_ISC_UK1_UK,NORMAL,INV_ITEM_SUB_CATEGORIES,TABLE,ORATECH_DATA,IIC_CATEGORY_ID~SUB_CATEGORY_NAME~,ORATECHCANNON
IISC_PK,NORMAL,INV_ITEM_SUB_CATEGORIES,TABLE,ORATECH_DATA,SUB_CATEGORY_ID,ORATECHCANNON
INVITEMSUBLOC_NDX1,NORMAL,INV_ITEM_SUB_LOCATIONS,TABLE,ORATECH_INDX,LOCATION_ID~SUB_LOCATION_ID~ITEM_ID,ORATECHCANNON
SUBLOCITEM_ITEMID,NORMAL,INV_ITEM_SUB_LOCATIONS,TABLE,ORATECH_INDX,ITEM_ID,ORATECHCANNON
IIT_PK,NORMAL,INV_ITEM_TEMPS,TABLE,ORATECH_DATA,ID,ORATECHCANNON
IL_LN_UK_UK,NORMAL,INV_LOCATIONS,TABLE,ORATECH_DATA,LOCATION_NAME,ORATECHCANNON
IL_PK,NORMAL,INV_LOCATIONS,TABLE,ORATECH_DATA,LOCATION_ID,ORATECHCANNON
INV_LOCUK4,NORMAL,INV_LOCATIONS,TABLE,ORATECH_DATA,LOCATION_NUMBER,ORATECHCANNON
LOCPL_PK,NORMAL,INV_LOCATION_PRICELISTS,TABLE,ORATECH_DATA,LOCATION_PRICELIST_ID,ORATECHCANNON
LOCPL_UK1,NORMAL,INV_LOCATION_PRICELISTS,TABLE,ORATECH_DATA,LOCATION_ID~PRICELIST_HEADER_ID~,ORATECHCANNON
LOCPL_UK2,NORMAL,INV_LOCATION_PRICELISTS,TABLE,ORATECH_DATA,LOCATION_ID~SL_NO~,ORATECHCANNON
IM_PK,NORMAL,INV_MANUFACTURERS,TABLE,ORATECH_DATA,MANF_ID,ORATECHCANNON
MANFNUM_UK2,NORMAL,INV_MANUFACTURERS,TABLE,ORATECH_DATA,MANF_NUMBER,ORATECHCANNON
MANFNUM_UK3,NORMAL,INV_MANUFACTURERS,TABLE,ORATECH_DATA,MANF_NAME,ORATECHCANNON
MKUPTEMPHEADERS_PK,NORMAL,INV_MKUPTEMP_HEADERS,TABLE,ORATECH_DATA,MKUPTEMP_ID,ORATECHCANNON
MKUPTEMPHEADERS_UK1,NORMAL,INV_MKUPTEMP_HEADERS,TABLE,ORATECH_DATA,MKUPTEMP_NAME,ORATECHCANNON
MKUPTEMPLINES_PK,NORMAL,INV_MKUPTEMP_LINES,TABLE,ORATECH_DATA,MKUPTEMP_LINE_ID,ORATECHCANNON
MKUPTEMPLINES_UK1,NORMAL,INV_MKUPTEMP_LINES,TABLE,ORATECH_DATA,MKUPTEMP_ID~PRICE_TYPE_ID~,ORATECHCANNON
ISMREVNAP_NDX1,NORMAL,INV_MONHLYREVIEW_VAL_SNAP,TABLE,ORATECH_INDX,LOCATION_ID~SUB_LOCATION_ID~SNAPSHOT_YEAR~SNAPSHOT_MONTH~IDENTIFIER1,ORATECHCANNON
ISMREVNAP_PK,NORMAL,INV_MONHLYREVIEW_VAL_SNAP,TABLE,ORATECH_DATA,SNAPSHOT_ID,ORATECHCANNON
IO_PK,NORMAL,INV_OPTIONS,TABLE,ORATECH_DATA,INV_OPTIONS_ID,ORATECHCANNON
INVPALLET_PK,NORMAL,INV_PALLETS,TABLE,ORATECH_DATA,PALLET_ID,ORATECHCANNON
INVPALLET_UK,NORMAL,INV_PALLETS,TABLE,ORATECH_DATA,CONTAINER_LOG_ID~PALLET_NUMBER~,ORATECHCANNON
INV_PB_ITEMID_NDX,NORMAL,INV_PRICE_BREAK_HEADERS,TABLE,ORATECH_DATA,ITEM_ID,ORATECHCANNON
IPBH_PK,NORMAL,INV_PRICE_BREAK_HEADERS,TABLE,ORATECH_DATA,PRICE_BREAK_ID,ORATECHCANNON
IPBH_PRICE_BREAK_UK_UK,NORMAL,INV_PRICE_BREAK_HEADERS,TABLE,ORATECH_DATA,NAME,ORATECHCANNON
IPBL_PK,NORMAL,INV_PRICE_BREAK_LINES,TABLE,ORATECH_DATA,PRICE_BREAK_LINE_ID,ORATECHCANNON
IPBL_QTYFROM,NORMAL,INV_PRICE_BREAK_LINES,TABLE,ORATECH_DATA,IPBH_PRICE_BREAK_ID~QTY_FROM~QTY_TO,ORATECHCANNON
IPT_PK,NORMAL,INV_PRICE_TYPES,TABLE,ORATECH_DATA,PRICE_TYPE_ID,ORATECHCANNON
IPT_PRICE_TYPE_UK_UK,NORMAL,INV_PRICE_TYPES,TABLE,ORATECH_DATA,PRICE_TYPE_NAME,ORATECHCANNON
INVQKCODEHEADERS_PK,NORMAL,INV_QUICKCODE_HEADERS,TABLE,ORATECH_DATA,QUICKCODE_ID,ORATECHCANNON
INVQKCODEHEADERS_UK1,NORMAL,INV_QUICKCODE_HEADERS,TABLE,ORATECH_DATA,QUICKCODE_NAME,ORATECHCANNON
INVQKCODELINES_PK,NORMAL,INV_QUICKCODE_LINES,TABLE,ORATECH_DATA,QUICKCODE_LINE_ID,ORATECHCANNON
INVQKCODELINES_UK2,NORMAL,INV_QUICKCODE_LINES,TABLE,ORATECH_DATA,QUICKCODE_ID~ITEM_ID~,ORATECHCANNON
INVREQH_NDX3,NORMAL,INV_REQUISITION_HEADERS,TABLE,ORATECH_INDX,REQUISITION_ID~REQUISITION_STATUS~,ORATECHCANNON
INVREQUISITIONHEADERS_PK,NORMAL,INV_REQUISITION_HEADERS,TABLE,ORATECH_DATA,REQUISITION_ID,ORATECHCANNON
INVREQUISITIONHEADERS_UK1,NORMAL,INV_REQUISITION_HEADERS,TABLE,ORATECH_DATA,REQUISITION_NAME,ORATECHCANNON
INVREQUISITIONHEADERS_UK2,NORMAL,INV_REQUISITION_HEADERS,TABLE,ORATECH_DATA,REQUISITION_NUMBER,ORATECHCANNON
INVREQL_NDX3,NORMAL,INV_REQUISITION_LINES,TABLE,ORATECH_INDX,REQUISITION_ID,ORATECHCANNON
INVREQUISITIONLINES_PK,NORMAL,INV_REQUISITION_LINES,TABLE,ORATECH_DATA,REQUISITION_LINE_ID,ORATECHCANNON
INVSLNMTRANS_NDX1,NORMAL,INV_SERIALNUM_TRANSACTIONS,TABLE,USERS,TRANSACTION_SOURCE_ID~ITEM_ID~SERIAL_NUMBER_ID,ORATECHCANNON
INVSLNMTRANS_PK,NORMAL,INV_SERIALNUM_TRANSACTIONS,TABLE,ORATECH_DATA,TRANSACTION_ID,ORATECHCANNON
INVSIMCATL_PK,NORMAL,INV_SIMILAR_CATEGORIES,TABLE,ORATECH_DATA,SIMILAR_CATEGORY_ID,ORATECHCANNON
SIH_PK,NORMAL,INV_SIMILAR_ITEM_HEADERS,TABLE,ORATECH_DATA,SIMILAR_ITEM_ID,ORATECHCANNON
SIH_SIMILARHEADER_UK1_UK,NORMAL,INV_SIMILAR_ITEM_HEADERS,TABLE,ORATECH_DATA,SHORT_DESC,ORATECHCANNON
SIL_UK,NORMAL,INV_SIMILAR_ITEM_LINES,TABLE,ORATECH_DATA,SIH_SIMILAR_ITEM_ID~IIM_ITEM_ID~,ORATECHCANNON
INVSLOCASSIGNB_PK,NORMAL,INV_SLOCASSIGN_BATCHS,TABLE,ORATECH_DATA,ASSIGNMENT_BATCH_ID,ORATECHCANNON
INVSLOCASSIGNHEADERS_PK,NORMAL,INV_SLOCASSIGN_HEADERS,TABLE,ORATECH_DATA,ASSIGNMENT_ID,ORATECHCANNON
INVSLOCASSIGNHEADERS_UK1,NORMAL,INV_SLOCASSIGN_HEADERS,TABLE,ORATECH_DATA,ASSIGNMENT_NAME,ORATECHCANNON
INVSLOCASSIGNLINES_PK,NORMAL,INV_SLOCASSIGN_LINES,TABLE,ORATECH_DATA,ASSIGNMENT_LINE_ID,ORATECHCANNON
INVSTKTKITEM_UK2,NORMAL,INV_STKTAKE_ITEMS,TABLE,ORATECH_DATA,STKTAKE_TYPE_ID~SL_NO~,ORATECHCANNON
ISI_ISI_UK1_UK,NORMAL,INV_STKTAKE_ITEMS,TABLE,ORATECH_DATA,ITEM_ID~STKTAKE_TYPE_ID~,ORATECHCANNON
ISI_PK,NORMAL,INV_STKTAKE_ITEMS,TABLE,ORATECH_DATA,STKTAKE_ITEM_ID,ORATECHCANNON
IST_IST_NAME_UK1_UK,NORMAL,INV_STKTAKE_TYPES,TABLE,ORATECH_DATA,STKTAKE_NAME,ORATECHCANNON
IST_PK,NORMAL,INV_STKTAKE_TYPES,TABLE,ORATECH_DATA,STKTAKE_TYPE_ID,ORATECHCANNON
STOCKSPLITHEADERS_PK,NORMAL,INV_STOCKSPLIT_HEADERS,TABLE,ORATECH_DATA,STOCKSPLIT_ID,ORATECHCANNON
STOCKSPLITHEADERS_UK1,NORMAL,INV_STOCKSPLIT_HEADERS,TABLE,ORATECH_DATA,STOCKSPLIT_NAME,ORATECHCANNON
STOCKSPLITLINES_PK,NORMAL,INV_STOCKSPLIT_LINES,TABLE,ORATECH_DATA,STOCKSPLIT_LINE_ID,ORATECHCANNON
INVSUBLOCH_PK,NORMAL,INV_SUBLOC_HIERARCHY,TABLE,ORATECH_DATA,HIERARCHY_ID,ORATECHCANNON
INVSUBLOCH_UK,NORMAL,INV_SUBLOC_HIERARCHY,TABLE,ORATECH_DATA,LOCATION_ID~SL_NO~,ORATECHCANNON
INVSUBLOCSNAP_NDX1,NORMAL,INV_SUBLOC_VAL_SNAP,TABLE,ORATECH_INDX,LOCATION_ID~SUB_LOCATION_ID~SNAPSHOT_YEAR~SNAPSHOT_MONTH~,ORATECHCANNON
ISUBLOCSNAP_PK,NORMAL,INV_SUBLOC_VAL_SNAP,TABLE,ORATECH_DATA,SNAPSHOT_ID,ORATECHCANNON
INV_SUBLOCUK4,NORMAL,INV_SUB_LOCATIONS,TABLE,ORATECH_DATA,SUB_LOCATION_NUMBER,ORATECHCANNON
ISL_PK,NORMAL,INV_SUB_LOCATIONS,TABLE,ORATECH_DATA,SUB_LOCATION_ID,ORATECHCANNON
ISL_SLO_UK_UK,NORMAL,INV_SUB_LOCATIONS,TABLE,ORATECH_DATA,IL_LOCATION_ID~SUB_LOCATION~,ORATECHCANNON
IWC_PK,NORMAL,INV_WEEE_CHARGES,TABLE,ORATECH_DATA,CHARGE_ID~NAME~,ORATECHCANNON
PALLBOX_SOURCEREF_NDX,NORMAL,PALLET_BOXES,TABLE,ORATECH_INDX,SOURCE_OBJECT_REF~SOURCE_REF_ID1~,ORATECHCANNON
PALLETBOX_NAME_UK1,NORMAL,PALLET_BOXES,TABLE,ORATECH_DATA,BOX_NAME,ORATECHCANNON
PALLETBOX_NUMBER_UK2,NORMAL,PALLET_BOXES,TABLE,ORATECH_DATA,BOX_NUMBER,ORATECHCANNON
PALLETBOX_PK,NORMAL,PALLET_BOXES,TABLE,ORATECH_DATA,BOX_ID,ORATECHCANNON
PALLETHEAD_NAME_UK1,NORMAL,PALLET_HEADERS,TABLE,ORATECH_DATA,PALLET_NAME,ORATECHCANNON
PALLETHEAD_NUMBER_UK2,NORMAL,PALLET_HEADERS,TABLE,ORATECH_DATA,PALLET_NUMBER,ORATECHCANNON
PALLETHEAD_PK,NORMAL,PALLET_HEADERS,TABLE,ORATECH_DATA,PALLET_HEADER_ID,ORATECHCANNON
PALLETLINE1_PK,NORMAL,PALLET_LINES,TABLE,ORATECH_DATA,PALLET_LINE_ID,ORATECHCANNON
PALLETLINE2_UK1,NORMAL,PALLET_LINES,TABLE,ORATECH_DATA,PALLET_HEADER_ID~BOX_ID~SUB_LOCATION_ID~ITEM_ID~,ORATECHCANNON
PALLETLINE_SLNO_UK2,NORMAL,PALLET_LINES,TABLE,ORATECH_DATA,BOX_ID~SL_NO~,ORATECHCANNON
PALLLINE_SOURCEREF_NDX,NORMAL,PALLET_LINES,TABLE,ORATECH_INDX,SOURCE_OBJECT_REF~SOURCE_REF_ID1~,ORATECHCANNON
PALLETTRANS1_PK,NORMAL,PALLET_TRANSACTIONS,TABLE,ORATECH_DATA,PALLET_TRANS_ID,ORATECHCANNON
PB_PK,NORMAL,PO_BUYERS,TABLE,ORATECH_DATA,PO_BUYER_ID,ORATECHCANNON
POBUY_UK1,NORMAL,PO_BUYERS,TABLE,ORATECH_DATA,BUYER_ID~SUPERVISOR_ID~,ORATECHCANNON
PGH_PK,NORMAL,PO_GRN_HEADERS,TABLE,ORATECH_DATA,GRN_ID,ORATECHCANNON
POGRNH_INDX2,NORMAL,PO_GRN_HEADERS,TABLE,ORATECH_INDX,GRN_ID~GRN_STATUS~,ORATECHCANNON
GRNLINE_ITEMID_NDX,NORMAL,PO_GRN_LINES,TABLE,ORATECH_INDX,ITEM_ID,ORATECHCANNON
PGL_PK,NORMAL,PO_GRN_LINES,TABLE,ORATECH_DATA,GRN_LINE_ID,ORATECHCANNON
POGRNL_INDX2,NORMAL,PO_GRN_LINES,TABLE,ORATECH_INDX,PGH_GRN_ID,ORATECHCANNON
POH_PK,NORMAL,PO_HEADERS,TABLE,ORATECH_DATA,PO_HEADER_ID,ORATECHCANNON
POLINE_ITEMID_NDX,NORMAL,PO_LINES,TABLE,ORATECH_INDX,ITEM_ID,ORATECHCANNON
POLINE_SALORDERLINEID_NDX,NORMAL,PO_LINES,TABLE,ORATECH_INDX,SALODER_LINE_ID,ORATECHCANNON
POL_PRIMARYKEY,NORMAL,PO_LINES,TABLE,ORATECH_DATA,PO_LINE_ID,ORATECHCANNON
POORDERPADHEAD_NAME_UK1,NORMAL,PO_ORDERPAD_HEADERS,TABLE,ORATECH_DATA,ORDERPAD_NAME,ORATECHCANNON
POORDPADHEAD_PK,NORMAL,PO_ORDERPAD_HEADERS,TABLE,ORATECH_DATA,ORDERPAD_HEADER_ID,ORATECHCANNON
POORDERPADLINE_PK,NORMAL,PO_ORDERPAD_LINES,TABLE,ORATECH_DATA,ORDERPAD_LINE_ID,ORATECHCANNON
PRICETEMPHEADERS_PK,NORMAL,PRICE_TEMPLATE_HEADERS,TABLE,ORATECH_DATA,PRICETEMP_ID,ORATECHCANNON
PRICETEMPHEADERS_UK1,NORMAL,PRICE_TEMPLATE_HEADERS,TABLE,ORATECH_DATA,PRICETEMP_CODE,ORATECHCANNON
PRICETEMPHEADERS_UK2,NORMAL,PRICE_TEMPLATE_HEADERS,TABLE,ORATECH_DATA,PRICETEMP_NAME,ORATECHCANNON
PRICETEMPLINES_PK,NORMAL,PRICE_TEMPLATE_LINES,TABLE,ORATECH_DATA,PRICETEMP_LINE_ID,ORATECHCANNON
PRICETEMPLINES_UK1,NORMAL,PRICE_TEMPLATE_LINES,TABLE,ORATECH_DATA,PRICETEMP_ID~SL_NO~,ORATECHCANNON
PRICETEMPLINES_UK2,NORMAL,PRICE_TEMPLATE_LINES,TABLE,ORATECH_DATA,PRICETEMP_ID~SALES_UNIT~,ORATECHCANNON
PRUPDH_PK,NORMAL,PRICE_UPDATEITEMCP_HEADERS,TABLE,ORATECH_DATA,UPDATEITEMCP_HEADER_ID,ORATECHCANNON
PRUPDL_PK,NORMAL,PRICE_UPDATEITEMCP_LINES,TABLE,ORATECH_DATA,UPDATEITEMCP_LINE_ID,ORATECHCANNON
PRUPDL_UK1,NORMAL,PRICE_UPDATEITEMCP_LINES,TABLE,ORATECH_DATA,UPDATEITEMCP_LINE_ID~ITEM_ID~,ORATECHCANNON
PRUPDATESP_PK,NORMAL,PRICE_UPDATESP_PRICES,TABLE,ORATECH_DATA,UPDATESP_ID,ORATECHCANNON
ARPLH_PK,NORMAL,PR_PRICELIST_HEADERS,TABLE,ORATECH_DATA,PRICELIST_HEADER_ID,ORATECHCANNON
ARPLH_UK1,NORMAL,PR_PRICELIST_HEADERS,TABLE,ORATECH_DATA,PRICELIST_NAME,ORATECHCANNON
PRPL_PK,NORMAL,PR_PRICELIST_LINES,TABLE,ORATECH_DATA,PRICELIST_LINE_ID,ORATECHCANNON
SYSATTHEAD_PK,NORMAL,SYS_ATTACHMENT_HEADERS,TABLE,ORATECH_DATA,ATTACHMENT_ID,ORATECHCANNON
SYSATTLINE_PK,NORMAL,SYS_ATTACHMENT_LINES,TABLE,ORATECH_DATA,ATTACHMENT_LINE_ID,ORATECHCANNON
SYSCTRLH_PK,NORMAL,SYS_CONTROL_HEADERS,TABLE,ORATECH_DATA,CONTROL_HEADER_ID,ORATECHCANNON
SYSCTRLH_UK1,NORMAL,SYS_CONTROL_HEADERS,TABLE,ORATECH_DATA,CONTROL_TYPE~IDENTIFIER~,ORATECHCANNON
SYSCTRLL_UK1,NORMAL,SYS_CONTROL_LINES,TABLE,ORATECH_DATA,CONTROL_HEADER_ID~CONTROL_LINE_TYPE~IDENTIFIER,ORATECHCANNON
SYSLINECTRL_PK,NORMAL,SYS_CONTROL_LINES,TABLE,ORATECH_DATA,CONTROL_LINE_ID,ORATECHCANNON
CMNPARAMVALUES_NDX1,NORMAL,SYS_JOB_PARAM_VALUES,TABLE,ORATECH_INDX,JOB_ID~PARAM_ID~PARAMVALUE_SOURCE~PARAMVALUE_SOURCE_ID~,ORATECHCANNON
CMNPARAMVALUE_PK,NORMAL,SYS_JOB_PARAM_VALUES,TABLE,ORATECH_DATA,PARAMVALUE_ID,ORATECHCANNON
JOBQUEUE_NDX1,NORMAL,SYS_JOB_QUEUE,TABLE,ORATECH_INDX,REPEAT~NEXT_RUN_DATE~,ORATECHCANNON
JOBQUEUE_PK,NORMAL,SYS_JOB_QUEUE,TABLE,ORATECH_DATA,QUEUE_ID,ORATECHCANNON
SYSLASTSAVED_PK,NORMAL,SYS_LASTSAVED_VALUES,TABLE,ORATECH_DATA,SAVED_ID,ORATECHCANNON
SYSLOGGEDINSESSION_PK,NORMAL,SYS_LOGGEDINSESSIONS,TABLE,ORATECH_DATA,SESSION_ID,ORATECHCANNON
SYSSAUDIT_PK,NORMAL,SYS_LOGIN_AUDIT,TABLE,ORATECH_DATA,LOGIN_AUDIT_ID,ORATECHCANNON
SYSLOGH_PK,NORMAL,SYS_LOG_HEADERS,TABLE,ORATECH_DATA,LOG_HEADER_ID,ORATECHCANNON
SYSLOGL_INDEX1,NORMAL,SYS_LOG_LINES,TABLE,ORATECH_INDX,LOG_LINE_TAG,ORATECHCANNON
SYSLOGL_INDEX2,NORMAL,SYS_LOG_LINES,TABLE,ORATECH_INDX,LOG_HEADER_ID,ORATECHCANNON
SYSLOGL_INDEX3,NORMAL,SYS_LOG_LINES,TABLE,ORATECH_INDX,OBJECT_NAME~OBJECT_ID1~OBJECT_ID2,ORATECHCANNON
SYSLOGL_INDEX4,NORMAL,SYS_LOG_LINES,TABLE,ORATECH_INDX,OBJECT_NAME~OBJECT_REF1~OBJECT_REF2,ORATECHCANNON
SYSLOGL_PK,NORMAL,SYS_LOG_LINES,TABLE,ORATECH_DATA,LOG_LINE_ID,ORATECHCANNON
SYSNOTIFH_PK,NORMAL,SYS_NOTIFICATION_EVENTS,TABLE,ORATECH_DATA,EVENT_ID,ORATECHCANNON
SYSNOTIFH_UK,NORMAL,SYS_NOTIFICATION_EVENTS,TABLE,ORATECH_DATA,IDENTIFIER,ORATECHCANNON
SYSNOTIFL_PK,NORMAL,SYS_NOTIFICATION_RECIPIENTS,TABLE,ORATECH_DATA,EVENT_LINE_ID,ORATECHCANNON
SYSPROG_PK,NORMAL,SYS_PROGRAMS,TABLE,ORATECH_DATA,PROGRAM_ID,ORATECHCANNON
SYSPROG_UK1,NORMAL,SYS_PROGRAMS,TABLE,ORATECH_DATA,IDENTIFIER,ORATECHCANNON
SYSCHJOB_PK,NORMAL,SYS_SCHEDULE_JOBS,TABLE,ORATECH_DATA,JOB_ID,ORATECHCANNON
SYSJOBNAME_UK1,NORMAL,SYS_SCHEDULE_JOBS,TABLE,ORATECH_DATA,JOB_NAME,ORATECHCANNON
SYSSHORTNAME_UK2,NORMAL,SYS_SCHEDULE_JOBS,TABLE,ORATECH_DATA,JOB_SHORT_NAME,ORATECHCANNON
SYSUIITEMATTR_ID_PK,NORMAL,SYS_UIITEMATTRS,TABLE,ORATECH_DATA,ITEM_ATTR_ID,ORATECHCANNON
SYSUIITEMATTR_UK1,NORMAL,SYS_UIITEMATTRS,TABLE,ORATECH_DATA,ITEM_ID~ATTRIBUTE_ID~,ORATECHCANNON
SYSUIITEM_ID_PK,NORMAL,SYS_UIITEMS,TABLE,ORATECH_DATA,ITEM_ID,ORATECHCANNON
