VIEW_NAME,TEXT,TEXT_LENGTH,DATASOURCE
INV_SLOCASSIGN_BATCHS_V,"Select ""UPDATE_SOURCE"",""DELETE_FLAG"",""BU_ID"",""CREATED_BY"",""CREATION_DATE"",""LAST_UPDATED_BY"",""LAST_UPDATE_DATE"",""SUBLOC_LEVELS"",""SUBLOC_COLUMNS"",""SUBLOC_ROWS"",""ASSIGNMENT_LINE_ID"",""ASSIGNMENT_ID"",""ATTRIBUTE6"",""ATTRIBUTE5"",""ATTRIBUTE4"",""ATTRIBUTE3"",""ATTRIBUTE2"",""ATTRIBUTE1"",""MOVETO_QTY"",""RECORD_TYPE"",""TO_QTYINSTOCK"",""TO_SUB_LOCATION"",""TO_LOCATION_NAME"",""FROM_SUB_LOCATION"",""FROM_LOCATION_NAME"",""USER_NAME"",""USER_ID"",""MAX_QTY"",""MIN_QTY"",""FROM_QTYINSTOCK"",""TO_SUB_LOCATION_ID"",""TO_LOCATION_ID"",""ITEM_ID"",""FROM_SUB_LOCATION_ID"",""FROM_LOCATION_ID"",""BATCH_NAME"",""BATCH_DATE"",""ASSIGNMENT_BATCH_ID"" from INV_SLOCASSIGN_BATCHS",618,ORATECHCANNON
INV_SLOCASSIGN_BATCHS_VA,"select s.""UPDATE_SOURCE"",s.""DELETE_FLAG"",s.""BU_ID"",s.""CREATED_BY"",s.""CREATION_DATE"",s.""LAST_UPDATED_BY"",s.""LAST_UPDATE_DATE"",s.""SUBLOC_LEVELS"",s.""SUBLOC_COLUMNS"",s.""SUBLOC_ROWS"",s.""ASSIGNMENT_LINE_ID"",s.""ASSIGNMENT_ID"",s.""ATTRIBUTE6"",s.""ATTRIBUTE5"",s.""ATTRIBUTE4"",s.""ATTRIBUTE3"",s.""ATTRIBUTE2"",s.""ATTRIBUTE1"",s.""MOVETO_QTY"",s.""RECORD_TYPE"",s.""TO_QTYINSTOCK"",s.""TO_SUB_LOCATION"",s.""TO_LOCATION_NAME"",s.""FROM_SUB_LOCATION"",s.""FROM_LOCATION_NAME"",s.""USER_NAME"",s.""USER_ID"",s.""MAX_QTY"",s.""MIN_QTY"",s.""FROM_QTYINSTOCK"",s.""TO_SUB_LOCATION_ID"",s.""TO_LOCATION_ID"",s.""ITEM_ID"",s.""FROM_SUB_LOCATION_ID"",s.""FROM_LOCATION_ID"",s.""BATCH_NAME"",s.""BATCH_DATE"",s.""ASSIGNMENT_BATCH_ID"",Item_Number,Item_Name
From INV_SLOCASSIGN_BATCHS s, Inv_Item_MAsters i
Where s.item_Id = i.Item_ID",766,ORATECHCANNON
INV_SLOCASSIGN_HEADERS_V,"Select ""ASSIGNED_TO"",""END_DATE_ACTIVE"",""START_DATE_ACTIVE"",""ACTIVE"",""DESCRIPTION"",""ASSIGNMENT_NAME"",""LAST_UPDATE_DATE"",""ASSIGNMENT_ID"",""UPDATE_SOURCE"",""DELETE_FLAG"",""BU_ID"",""CREATED_BY"",""CREATION_DATE"",""LAST_UPDATED_BY"",""LOCATION_ID"" from INV_SLOCASSIGN_HEADERS",261,ORATECHCANNON
INV_SLOCASSIGN_LINES_V,"Select ""UPDATE_SOURCE"",""DELETE_FLAG"",""BU_ID"",""CREATED_BY"",""CREATION_DATE"",""LAST_UPDATED_BY"",""LAST_UPDATE_DATE"",""DESCRIPTION"",""SUB_LOCATION_ID"",""LOCATION_ID"",""ASSIGNMENT_LINE_ID"",""ASSIGNMENT_ID"",""SUBLOC_LEVELS"",""SUBLOC_COLUMNS"",""SUBLOC_ROWS"" from INV_SLOCASSIGN_LINES",266,ORATECHCANNON
INV_SLOCASSIGN_TO_V,"Select distinct User_name,User_Id,Batch_name,Batch_Date,
       Item_ID,Min_Qty,Max_Qty,To_QtyInStock,To_Sub_Location,
       to_Location_name,To_Sub_Location_Id,To_Location_ID
From INV_SLOCASSIGN_BATCHS",203,ORATECHCANNON
INV_SLOCASSIGN_USERS_V,"Select distinct User_name,User_Id,Batch_Name,Batch_Date
From INV_SLOCASSIGN_BATCHS",82,ORATECHCANNON
INV_STKTAKE_ITEMS_V,"Select ""SL_NO"",""BU_ID"",""CREATED_BY"",""DELETE_FLAG"",""CREATION_DATE"",""LAST_UPDATE_DATE"",""LAST_UPDATED_BY"",""RECORD_STATUS"",""UPDATE_SOURCE"",""STKTAKE_ITEM_ID"",""ITEM_ID"",""STKTAKE_TYPE_ID"",""LAST_RUN_DATE"" from INV_STKTAKE_ITEMS",219,ORATECHCANNON
INV_STKTAKE_TYPES_V,"Select ""BU_ID"",""CREATED_BY"",""DELETE_FLAG"",""CREATION_DATE"",""LAST_UPDATE_DATE"",""LAST_UPDATED_BY"",""RECORD_STATUS"",""SCHEDULE_ID"",""SUB_LOCATION_TYPE"",""ACTIVE"",""NOOF_ITEMS"",""LAST_RUN_DATE"",""UPDATE_SOURCE"",""STKTAKE_TYPE_ID"",""STKTAKE_DESC"",""STKTAKE_NAME"",""STKTAKE_TYPE"",""STKTAKE_FREQUENCY"",""START_DATE_ACTIVE"",""END_DATE_ACTIVE"",""COUNT_METHOD"",""PICKLIST_METHOD"" from INV_STKTAKE_TYPES",375,ORATECHCANNON
INV_STOCKSPLIT_HEADERS_V,"Select ""STOCKSPLIT_ID"",""STOCKSPLIT_NAME"",""DESCRIPTION"",""LAST_UPDATE_DATE"",""LAST_UPDATED_BY"",""CREATION_DATE"",""CREATED_BY"",""BU_ID"",""DELETE_FLAG"",""UPDATE_SOURCE"",""GRN_ID"",""CUSTSPLIT_ID"",""BATCH_ID"",""CUSTOMER_ID1"",""CUSTOMER_ID2"",""CUSTOMER_ID3"",""CUSTOMER_ID4"",""CUSTOMER_ID5"",""CUSTOMER_ID6"",""CUSTOMER_ID7"",""CUSTOMER_ID8"",""CUSTOMER_ID9"",""CUSTOMER_ID10"",""CUSTOMER_ID11"",""CUSTOMER_ID12"",""CUSTOMER_ID13"",""CUSTOMER_ID14"",""CUSTOMER_ID15"",""CUSTOMER_ID16"",""CUSTOMER_ID17"",""CUSTOMER_ID18"",""CUSTOMER_ID19"",""CUSTOMER_ID20"",""CUSTOMER_ID21"",""CUSTOMER_ID22"",""CUSTOMER_ID23"",""CUSTOMER_ID24"",""CUSTOMER_ID25"",""CUSTOMER_ID26"",""CUSTOMER_ID27"",""CUSTOMER_ID28"",""CUSTOMER_ID29"",""CUSTOMER_ID30"",""HEADER_STATUS"",""HEADER_STATUS_DATE"",""NO_OF_CUSTOMERS"",""LOCATION_ID"" from INV_STOCKSPLIT_HEADERS",761,ORATECHCANNON
INV_STOCKSPLIT_LINES_V,"Select ""INNER_QTY"",""QTY_IN_STOCK"",""CATEGORY_NAME"",""SUB_CATEGORY_NAME"",""CUSTOMER_QTY1"",""CUSTOMER_QTY2"",""CUSTOMER_QTY3"",""CUSTOMER_QTY4"",""CUSTOMER_QTY5"",""CUSTOMER_QTY6"",""CUSTOMER_QTY7"",""CUSTOMER_QTY8"",""CUSTOMER_QTY9"",""CUSTOMER_QTY10"",""CUSTOMER_QTY11"",""CUSTOMER_QTY12"",""CUSTOMER_QTY13"",""CUSTOMER_QTY14"",""CUSTOMER_QTY15"",""CUSTOMER_QTY16"",""CUSTOMER_QTY17"",""CUSTOMER_QTY18"",""CUSTOMER_QTY19"",""CUSTOMER_QTY20"",""CUSTOMER_QTY21"",""CUSTOMER_QTY22"",""CUSTOMER_QTY23"",""CUSTOMER_QTY24"",""CUSTOMER_QTY25"",""CUSTOMER_QTY26"",""CUSTOMER_QTY27"",""CUSTOMER_QTY28"",""CUSTOMER_QTY29"",""CUSTOMER_QTY30"",""LINE_STATUS"",""LINE_STATUS_DATE"",""QTY_IN_STOCK_UNITS"",""GRN_LINE_ID"",""STOCKSPLIT_ID"",""STOCKSPLIT_LINE_ID"",""LAST_UPDATE_DATE"",""LAST_UPDATED_BY"",""CREATION_DATE"",""CREATED_BY"",""BU_ID"",""DELETE_FLAG"",""UPDATE_SOURCE"",""ITEM_ID"",""ITEM_NAME"",""ITEM_NUMBER"",""CASE_UNIT"" from INV_STOCKSPLIT_LINES",853,ORATECHCANNON
INV_SUBLOC_HIERARCHY_V,"Select ""UPDATE_SOURCE"",""DELETE_FLAG"",""BU_ID"",""CREATED_BY"",""CREATION_DATE"",""LAST_UPDATED_BY"",""LAST_UPDATE_DATE"",""DESCRIPTION"",""NAME"",""NOOFCHAR"",""SL_NO"",""LOCATION_ID"",""HIERARCHY_ID"" from INV_SUBLOC_HIERARCHY",205,ORATECHCANNON
INV_SUBLOC_VAL_SNAP_V,"Select ""PERIOD_NAME"",""PERIOD_LINE_ID"",""CLOSE_VALUE_LASTBOUGHT"",""CLOSE_VALUE_AVERAGE"",""CLOSE_VALUE_BASE"",""MOVEMENT_VALUE_LASTBOUGHT"",""MOVEMENT_VALUE_AVERAGE"",""MOVEMENT_VALUE_BASE"",""OPEN_VALUE_LASTBOUGHT"",""OPEN_VALUE_AVERAGE"",""OPEN_VALUE_BASE"",""GROUPEDBY3_VALUE"",""GROUPEDBY2_VALUE"",""GROUPEDBY1_VALUE"",""DELETE_FLAG"",""UPDATE_SOURCE"",""LAST_UPDATED_BY"",""LAST_UPDATE_DATE"",""RECORD_STATUS"",""CREATION_DATE"",""BU_ID"",""SUB_LOCATION_ID"",""LOCATION_ID"",""CREATED_BY"",""SNAPSHOT_YEAR"",""SNAPSHOT_MONTH"",""SNAPSHOT_DATE"",""SNAPSHOT_ID"" from INV_SUBLOC_VAL_SNAP",538,ORATECHCANNON
INV_SUB_INVENTORIES_V,"Select ""SUB_INVENTORY"",""SHORT_NAME"",""NOOF_UNITS"",""DESCRIPTION"",""SUB_INVENTORY_ID"",""UPDATE_SOURCE"",""RECORD_STATUS"",""LAST_UPDATED_BY"",""LAST_UPDATE_DATE"",""DELETE_FLAG"",""CREATION_DATE"",""BU_ID"",""CREATED_BY"",""IL_LOCATION_ID"" from INV_SUB_INVENTORIES",243,ORATECHCANNON
INV_SUB_LOCATIONS_V,"Select ""STOCKTAKE"",""SUB_LOC_GROUP_CODE"",""GL_ACCOUNT_ID"",""ACTIVE"",""STOCKABLE"",""VALUABLE"",""INCLUDE_STOCK"",""SUB_LOCATION_TYPE"",""PRIMARY"",""BIN"",""AISLE"",""SUB_LOCATION"",""SHORT_NAME"",""IL_LOCATION_ID"",""DESCRIPTION"",""NOOF_UNITS"",""SUB_LOCATION_ID"",""UPDATE_SOURCE"",""RECORD_STATUS"",""LAST_UPDATED_BY"",""LAST_UPDATE_DATE"",""DELETE_FLAG"",""CREATION_DATE"",""BU_ID"",""CREATED_BY"",""RELATIVE_DISTANCE"",""TAKE_SNAPSHOT"",""LENGTH"",""WIDTH"",""HEIGHT"",""MAX_QTY"",""MIN_QTY"",""HIERARCHY10"",""HIERARCHY9"",""HIERARCHY8"",""HIERARCHY7"",""HIERARCHY6"",""HIERARCHY5"",""HIERARCHY4"",""HIERARCHY3"",""HIERARCHY2"",""HIERARCHY1"",""LEVEL0_HIERARCHY"",""SUB_LOCATION_NUMBER"",""TOTAL_AREA"",""STOCKABLE_AREA"",""STORAGE_AREA1"",""STORAGE_AREA2"",""STORAGE_AREA3"",""PALLET_HEADER_ID"",""PICKABLE"",""ADJUSTABLE"" from INV_SUB_LOCATIONS",755,ORATECHCANNON
INV_TRANSSUMMARYBASE_V,"Select 3,'ITEM MOVEMENT',imh.Bu_Id,imh.From_Location_ID
      ,imh.From_Sub_Location_Id,imh.Header_Movement_Status_Date,imh.Item_Movement_Header_Id,
      imh.Movement_Type,imh.Batch_Name,null
      ,imh.Header_Movement_Status,imh.Header_Movement_Status_Date,imh.Creation_Date,imh.Created_By
From Inv_Item_Movement_Headers imh
UNION ALL
Select 3,'ITEM MOVEMENT',imh.Bu_Id,imh.To_Location_ID
      ,imh.To_Sub_Location_Id,imh.Header_Movement_Status_Date,imh.Item_Movement_Header_Id,
      imh.Movement_Type,imh.Batch_Name,null
      ,imh.Header_Movement_Status,imh.Header_Movement_Status_Date,imh.Creation_Date,imh.Created_By
From Inv_Item_Movement_Headers imh
Where imh.From_Location_ID <> imh.To_Location_ID
UNION ALL
Select 4,'ITEM COUNT',ich.Bu_Id,ich.Location_ID
      ,0,ich.Count_Status_Date,ich.Item_Count_Header_Id,
     'COUNT',ich.Batch_Name,ich.Comments,
     ich.Count_Status,ich.Count_Status_Date,ich.Creation_Date,ich.Created_By
From Inv_Item_Count_Headers ich
UNION ALL
Select 5,'GOODS IN',to_Number(pgh.Bu_Id),pgh.ShipTo_Location_ID
      ,0,pgh.GRN_Status_Date,pgh.GRN_Id,
      'GRN',pgh.Grn_Number,Null,
      pgh.GRN_Status,pgh.GRN_STATUS_DATE,pgh.Creation_Date,pgh.Created_By
From PO_GRN_HEADERS pgh",1220,ORATECHCANNON
INV_TRANSSUMMARY_V,"Select h.""TRANS_SEQ"",h.""TRANS_SOURCE"",h.""BU_ID"",h.""LOCATION_ID"",h.""SUB_LOCATION_ID"",h.""REPORT_DATE"",h.""SOURCE_HEADER_ID"",h.""SOURCE_TYPE"",h.""SOURCE_INFO1"",h.""SOURCE_INFO2"",h.""STATUS"",h.""STATUS_DATE"",h.""CREATION_DATE"",h.""CREATED_BY"", sl.Sub_Location,sl.Sub_Loc_Group_Code,
       Inv_Pkg.GetLocationName(h.Location_Id) Location_Name,
       sl.Sub_Location Sub_Location_Name,cu.User_Name
From   INV_TRANSSUMMARYBASE_V h,
       Inv_Sub_Locations sl, Cmn_Users cu
Where  h.Sub_Location_Id = sl.Sub_location_ID (+)
And    h.Created_By = cu.User_Id (+) ",548,ORATECHCANNON
INV_USEDSPACEBYITEM_V,"Select i.Item_Id,i.Item_Number,I.Item_Name,i.Sup_Supplier_Id,
       i.IIc_Category_Id, IISC_Sub_Category_ID,
       isl.Location_ID,isl.Sub_Location_ID, isl.Quantity,
       i.Unit_Length Unit_Length_Cm, i.Unit_Height Unit_Height_Cm,
       i.Unit_Width  Unit_Width_Cm, i.Gross_Unit_Weight,i.Net_Unit_Weight,
       i.Unit_Length_inch, i.Unit_Height_inch,i.Unit_Width_inch,
       i.Unit_Length_feet, i.Unit_Height_feet,i.Unit_Width_feet,
       i.Unit_Length * isl.Quantity Length_Cm, i.Unit_Height * isl.Quantity Height_Cm,
       i.Unit_Width * isl.Quantity Width_Cm,
       i.Unit_Length_inch  * isl.Quantity Length_Inch , i.Unit_Height_inch  * isl.Quantity Height_Inch ,i.Unit_Width_inch  * isl.Quantity Width_Inch,
       i.Unit_Length_feet  * isl.Quantity Length_Feet , i.Unit_Height_feet  * isl.Quantity Height_Feet,i.Unit_Width_feet  * isl.Quantity Width_feet,
       ((i.Unit_Length * i.Unit_Height * i.Unit_Width ) * isl.Quantity) volume_cm,
       ((i.Unit_Length_inch * i.Unit_Height_inch * i.Unit_Width_inch ) * isl.Quantity) volume_inch,
       ((i.Unit_Length_feet * i.Unit_Height_feet * i.Unit_Width_feet ) * isl.Quantity) volume_Feet
From  INV_WeightvolumeBASE_V i, Inv_Item_Sub_Locations isl
Where i.Item_Id = isl.Item_ID
And   isl.Quantity > 0",1264,ORATECHCANNON
INV_USEDSPACEBYLOCATION_V,"Select l.""TAX_CODE_ID"",l.""CURRENCY_CODE"",l.""ACTIVE"",l.""ITEM_SNAPSHOT_TYPE"",l.""PURGE_SNAPSHOT_DAYS"",l.""ITEM_SNAPSHOT_SCHEDULE_ID"",l.""WEEE_GL_ACCOUNT_ID"",l.""LOCATION_REGION_CODE"",l.""EMAIL"",l.""GL_ACCOUNT_ID"",l.""ORIG_SYSTEM_REF"",l.""FAX"",l.""LOCATION_AREA_CODE"",l.""STOCKABLE"",l.""PHONE1"",l.""LOCATION_CONTACT"",l.""PHONE2"",l.""POST_CODE"",l.""COUNTRY_CODE"",l.""COUNTY"",l.""CITY"",l.""ADDRESS"",l.""SHIP_TO"",l.""BILL_TO"",l.""LOCATION_TYPE"",l.""LOCATION_ID"",l.""UPDATE_SOURCE"",l.""RECORD_STATUS"",l.""LAST_UPDATED_BY"",l.""LAST_UPDATE_DATE"",l.""DELETE_FLAG"",l.""CREATION_DATE"",l.""BU_ID"",l.""CREATED_BY"",l.""LOCATION_COMMENT"",l.""LOCATION_DESC"",l.""LOCATION_NAME"",l.""TAKE_SNAPSHOT"",l.""NOOF_LEVELS"",l.""SUB_LOC_SEPARATOR"",l.""LOCATION_NUMBER"",l.""RELATIVE_DISTANCE"",l.""STOCKABLE_AREA"",l.""TOTAL_AREA"",l.""LENGTH"",l.""WIDTH"",l.""REPLENISH_LOCATION_ID"",l.""HEIGHT"",l.""ITEM_SUB_LOCATION_HINT"" ,
       Case
         when nvl(l.stockable_area,0) = 0 then 0
         When s.Used_Volume = 0 Then l.Stockable_area
         else
            Round(l.stockable_area - s.used_volume,2)
       end Available_Area,
       Round(s.Used_Volume,2) Used_Area
From Inv_Locations l,
     (select isl.Location_ID, Sum(Volume_Feet) Used_Volume
      From INV_USEDSPACEBYITEM_V isl
      Group by isl.Location_ID) s
Where l.Location_Id  = s.Location_ID",1284,ORATECHCANNON
INV_USEDSPACEBYSUBLOC_V,"Select sl.""STOCKTAKE"",sl.""SUB_LOC_GROUP_CODE"",sl.""GL_ACCOUNT_ID"",sl.""ACTIVE"",sl.""STOCKABLE"",sl.""VALUABLE"",sl.""INCLUDE_STOCK"",sl.""SUB_LOCATION_TYPE"",sl.""PRIMARY"",sl.""BIN"",sl.""AISLE"",sl.""SUB_LOCATION"",sl.""SHORT_NAME"",sl.""IL_LOCATION_ID"",sl.""DESCRIPTION"",sl.""NOOF_UNITS"",sl.""SUB_LOCATION_ID"",sl.""UPDATE_SOURCE"",sl.""RECORD_STATUS"",sl.""LAST_UPDATED_BY"",sl.""LAST_UPDATE_DATE"",sl.""DELETE_FLAG"",sl.""CREATION_DATE"",sl.""BU_ID"",sl.""CREATED_BY"",sl.""RELATIVE_DISTANCE"",sl.""TAKE_SNAPSHOT"",sl.""LENGTH"",sl.""WIDTH"",sl.""HEIGHT"",sl.""MAX_QTY"",sl.""MIN_QTY"",sl.""HIERARCHY10"",sl.""HIERARCHY9"",sl.""HIERARCHY8"",sl.""HIERARCHY7"",sl.""HIERARCHY6"",sl.""HIERARCHY5"",sl.""HIERARCHY4"",sl.""HIERARCHY3"",sl.""HIERARCHY2"",sl.""HIERARCHY1"",sl.""LEVEL0_HIERARCHY"",sl.""SUB_LOCATION_NUMBER"",sl.""TOTAL_AREA"",sl.""STOCKABLE_AREA"",sl.""STORAGE_AREA1"",sl.""STORAGE_AREA2"",sl.""STORAGE_AREA3"",sl.""PALLET_HEADER_ID"",sl.""PICKABLE"",sl.""ADJUSTABLE"" ,
       Case
         when nvl(sl.stockable_area,0) = 0 then 0
         When s.Used_Volume = 0 Then sl.Stockable_area
         else
            Round(sl.stockable_area - s.used_volume,2)
       end Available_Area,
       Round(s.Used_Volume,2) Used_Area
From Inv_sub_Locations sl,
     (select isl.Location_ID ,isl.Sub_Location_ID, Sum(Volume_Feet) Used_Volume
      From INV_USEDSPACEBYITEM_V isl
      Group by isl.Location_ID,isl.Sub_Location_ID ) s
Where sl.sub_Location_Id  = s.sub_Location_ID
And   sl.IL_Location_Id      = s.Location_ID",1433,ORATECHCANNON
INV_WEEE_CHARGES_V,"Select ""LAST_UPDATE_DATE"",""DELETE_FLAG"",""CREATION_DATE"",""BU_ID"",""CREATED_BY"",""TO_DATE"",""DESCRIPTION"",""FROM_DATE"",""NAME"",""UNIT_RATE"",""CHARGE_ID"",""UPDATE_SOURCE"",""RECORD_STATUS"",""LAST_UPDATED_BY"" from INV_WEEE_CHARGES",215,ORATECHCANNON
INV_WEIGHTVOLUMEBASE_V,"Select i.""ITEM_STATUS"",i.""IWC_CHARGE_ID"",i.""UPDATE_SOURCE"",i.""IPBH_PRICE_BREAK_ID"",i.""PALLET_QTY"",i.""ITEM_COMMENT"",i.""ITEM_SPECIFICATIONS"",i.""SUPPLIER_NOTES3"",i.""SUPPLIER_NOTES2"",i.""SUPPLIER_NOTES1"",i.""CUSTOMER_NOTES3"",i.""CUSTOMER_NOTES2"",i.""CUSTOMER_NOTES1"",i.""CASE_CP"",i.""ITEM_STYLE"",i.""ITEM_FITTING"",i.""ITEM_SIZE"",i.""ITEM_COLOUR"",i.""GOODSIN_LOCATION_ID"",i.""SALES_LOCATION_ID"",i.""GROSS_UNIT_WEIGHT"",i.""GROSS_CASE_WEIGHT"",i.""GAC_GL_ACCOUNT_ID"",i.""CMC_PC_ID"",i.""SUP_SUPPLIER_ID"",i.""IM_MANF_ID"",i.""CTC_TAX_CODE_ID"",i.""WARRANTY_PERIOD"",i.""GROUP4"",i.""GROUP3"",i.""GROUP2"",i.""GROUP1"",i.""WHOSE_FOR"",i.""IISC_SUB_CATEGORY_ID"",i.""IIC_CATEGORY_ID"",i.""SALES_LOCATION_QTY"",i.""RESERVABLE"",i.""NET_INGREDIENT"",i.""FLAGINDATETO"",i.""FLAGINDATEFROM"",i.""FLAGINWEBEXPORT"",i.""PRINT_PICTURE"",i.""NET_CASE_WEIGHT"",i.""NET_UNIT_WEIGHT"",i.""WARRANTIED"",i.""SERIAL_NUMBERED"",i.""SERVICEDITEM"",i.""STOCKABLE"",i.""SALEABLE"",i.""PURCHASEABLE"",i.""VOLUME_UOMID"",i.""WEIGHT_UOMID"",i.""UNIT_VOLUME"",i.""UNIT_HEIGHT"",i.""UNIT_WIDTH"",i.""UNIT_LENGTH"",i.""CASE_VOLUME"",i.""CASE_HEIGHT"",i.""CASE_WIDTH"",i.""CASE_LENGTH"",i.""SIMILAR_ITEM_ID"",i.""WEIGHED_ITEM"",i.""ALTERNATE_UNIT_CP"",i.""ALTERNATE_CASE_CP"",i.""QTYINSTOCK"",i.""ITEM_NAME"",i.""SHORT_DESC"",i.""OPENING_BALANCE"",i.""ITEM_ID"",i.""RECORD_STATUS"",i.""LAST_UPDATED_BY"",i.""LAST_UPDATE_DATE"",i.""TRACK_USAGE"",i.""SUPPLIER_PRODUCT_CODE"",i.""PICTURETYPE"",i.""PICTURENAME"",i.""SEASON_CODE_ID"",i.""CLOSING_BALANCE"",i.""CREATION_DATE"",i.""CREATED_BY"",i.""DELETE_FLAG"",i.""LONG_DESC"",i.""BU_ID"",i.""ITEM_NUMBER"",i.""STOCK_HOLDING_UNIT"",i.""UNIT_CP"",i.""CASE_UNIT"",i.""REORDER_UOMID"",i.""REORDER_QTY"",i.""REORDER_INTERVAL"",i.""MAX_QTY"",i.""MIN_QTY"",i.""STOCK_TAKE_CATEGORY"",i.""ITEM_CLASS_CATEGORY"",i.""ITEM_DIMENSION_TYPE"",i.""ITEM_DIMENSION"",i.""VALUABLE"",i.""TRADING_CASECP"",i.""TRADING_UNITCP"",i.""AVERAGE_UNITCP"",i.""LAST_BOUGHT_UNITCP"",i.""END_DATE_ACTIVE"",i.""START_DATE_ACTIVE"",i.""BALANCESHEET_GL_ACCOUNT_ID"",i.""PNL_GL_ACCOUNT_ID"",i.""PRICEVARIANCE_GL_ACCOUNT_ID"",i.""COSTOFSALES_GL_ACCOUNT_ID"",i.""SALES_GL_ACCOUNT_ID"",i.""INNER_QTY"",i.""PICTURENAME3"",i.""PICTURENAME2"",i.""PICTURENAME1"",i.""TECHNICAL_SPECS_FILE"",i.""TECHNICAL_SPECS"",i.""DEMO_VIDEO_FILE"",i.""FREIGHT_PRICE_CRITERIA"",i.""FREIGHT"",i.""TAKE_SNAPSHOT"",i.""SIMILAR_ITEM_CONCATED"",i.""ENFORCE_TAX_CODE"",i.""APPLY_OFFER"",i.""ENFORCE_REORDER_QTY"",i.""EXTERNAL_REFERENCE"",i.""SUPPLIER_CASE_CP"",i.""SUPPLIER_UNIT_CP"",i.""DELIVERY_CHARGES"",i.""CCC_ID"",i.""MIN_PB_QTY"",i.""MKUPTEMP_ID"",i.""PUBLISH_TO_WEB"",i.""DEFAULT_LABEL_NAME"",i.""REPLENISHED_FROM_LOCATION"",i.""REPLENISHMENT_OPTIONS"",i.""KEY_WORDS"",i.""EXCHANGE_RATE"",i.""INSTRUNCTION"",i.""IMAGE_HINT"",i.""ITEM_CONDITION"",i.""STP_ID"",i.""STP_LEVEL6_ID"",i.""STP_LEVEL5_ID"",i.""STP_LEVEL4_ID"",i.""STP_LEVEL3_ID"",i.""STP_LEVEL2_ID"",i.""STP_LEVEL1_ID"",i.""UNIT_VOLUMETRIC_WEIGHT"",i.""CASE_VOLUMETRIC_WEIGHT"",i.""WEB_EXPEDITE_FLAG"",i.""WWW_DESIGN_PATTERN"",i.""WWW_PACKAGE_QUANTITY"",i.""WWW_VARIATION_THEME"",i.""WWW_RELATIONSHIP_TYPE"",i.""WWW_BARCODE_TYPE"",i.""WWW_PARENT_SKU"",i.""WWW_PARENTAGE"",i.""FREIGHT_NAME"",i.""FREIGHT_LINE_ID"",i.""SALES_PRICE_FLAG"",i.""MIN_MAX_CAL_TYPE"",i.""TYPICAL_DAILY_USAGE"",i.""VIRTUAL_STOCK"",i.""UOM_ID"",
       Round(i.Unit_Length * 0.393700787,3) Unit_Length_Inch,
       Round(Unit_Width * 0.393700787,3) Unit_Width_Inch,
       Round(Unit_Height * 0.393700787,3) Unit_Height_Inch,
       Round((Unit_Length * 0.393700787)*0.0833333333,3) Unit_Length_feet,
       Round((Unit_Width * 0.393700787)*0.0833333333,3) Unit_Width_feet,
       Round((Unit_Height * 0.393700787)*0.0833333333,3) Unit_Height_feet
From   Inv_Item_Masters_V i",3471,ORATECHCANNON
ITEM_FUZZY_SEARCH_V,"Select ""ITEM_ID"" from ITEM_FUZZY_SEARCH",39,ORATECHCANNON
ITEM_ORDER_BY_V,"select 'Item Number Desc' idvalue ,'Item_Number desc' id from dual
union
select 'Item Number Asc' idvalue ,'Item_Number Asc' id from dual
union
select 'Item Name Desc' idvalue ,'Item_Name desc' id from dual
union
select 'Item Name Asc' idvalue ,'Item_Name Asc' id from dual
",274,ORATECHCANNON
ITEM_SEARCH_TEMP_V,"Select ""ITEM_ID"",""ID"" from ITEM_SEARCH_TEMP",43,ORATECHCANNON
ITEM_SEARCH_V,"select 'Description(/)'  , 'DESCRIPTION' ,'/' from Dual
union all
select 'Barcode(.)'  , 'BARCODE' ,'.' from Dual
union all
select 'Item Number(\)'  , 'ITEMNUMBER' ,'\'  from Dual
union all
select 'Fuzzy Search(;)'  , 'FUZZYSEARCH' ,';' from Dual
union all
select 'Serial Number(?)'  , 'SERIALNUMBER' ,'?' from Dual
union all
select 'Supplier Code(#)'  , 'SUPPLIERCODE','#' from Dual
union all
select 'Index(,)'  , 'INDEX',',' from Dual",436,ORATECHCANNON
ITEM_TRANS_ARRAY_TEMP_V,"Select ""ITEM_ID"",""ID"",""SEQ_ID"",""CREATED_ON"" from ITEM_TRANS_ARRAY_TEMP",70,ORATECHCANNON
LOCATION_TYPE_V,"select 'Office/Branch' idvalue ,'OFFICE' id from dual
union
select 'Depot' idvalue ,'DEPOT' id from dual
union
select 'Warehouse' idvalue ,'WAREHOUSE' id from dual
union
select 'Supplier Site' idvalue ,'SUPPLIER SITE' id from dual
union
select 'Internal' idvalue ,'Internal' id from dual
",288,ORATECHCANNON
MOBILE_PICKABLESUBLOCS_V,"Select isl.Hierarchy1||Substr(isl.sub_Location,nvl(length(Hierarchy1),0)+1) sub_loc_Sort,
       isl.Sub_Location, i.Item_Id, isl.IL_LOCATION_ID LOCATION_ID, i.Quantity
From   Inv_Item_sub_Locations i, Inv_Sub_Locations isl
where  i.Sub_Location_Id = isl.Sub_Location_ID
and    i.Quantity > 0
And    isl.Pickable = 'Y'",318,ORATECHCANNON
